vid_id,segment1,segment2,segment3,segment4,segment5
NRUL,dance:0.297,choir:0.289,concert:0.211,orchestra:0.186,flute:0.016
Gf2K,car:0.491,recreational-vehicle:0.169,piano:0.117,truck:0.114,concert:0.108
eP2K,car:0.533,sport-utility-vehicle:0.176,pickup-truck:0.113,four-wheel-drive:0.090,truck:0.089
K62K,motorsport:0.319,racing:0.204,motorcycle:0.192,motorcycling:0.153,cycling:0.131
IU2K,cycling:0.292,bicycle:0.290,mountain-bike:0.174,road-bicycle:0.155,mountain-biking:0.089
9c2K,food:0.680,cooking:0.164,dish:0.111,concert:0.025,pet:0.021
dQ2K,concert:0.401,personal-computer:0.311,dance:0.106,association-football:0.092,food:0.091
Gv2K,concert:0.458,airplane:0.236,landing:0.151,racing:0.091,airport:0.064
Uk2K,car:0.392,fishing:0.197,food:0.165,association-football:0.131,outdoor-recreation:0.117
yA2K,hairstyle:0.362,concert:0.294,association-football:0.163,dance:0.094,car:0.087
2CuR,gardening:0.335,concert:0.177,food:0.170,car:0.170,garden:0.147
KXuR,surfing:0.314,boat:0.244,beach:0.218,fishing:0.139,concert:0.086
oOuR,car:0.761,driving:0.073,motorsport:0.069,concert:0.051,dashcam:0.046
8nuR,house:0.355,concert:0.325,car:0.205,food:0.075,association-football:0.040
TfuR,mobile-phone:0.284,smartphone:0.281,iphone:0.201,personal-computer:0.128,tablet-computer:0.107
9WuR,boat:0.496,concert:0.202,fishing:0.125,outdoor-recreation:0.108,dance:0.068
g5uQ,pet:0.337,planet:0.237,concert:0.208,food:0.111,racing:0.108
aXuQ,food:0.350,association-football:0.285,pet:0.175,dance:0.103,mobile-phone:0.087
MfuQ,pet:0.605,concert:0.212,cattle:0.078,food:0.056,car:0.050
EuuQ,outdoor-recreation:0.329,car:0.290,skiing:0.168,association-football:0.114,snowboarding:0.099
hpuQ,concert:0.458,disc-jockey:0.253,car:0.117,dance:0.091,pet:0.082
V9uQ,food:0.595,concert:0.170,pet:0.154,cooking:0.054,drum-kit:0.027
aquQ,association-football:0.867,concert:0.065,dance:0.032,food:0.027,train:0.010
a5uQ,food:0.487,concert:0.384,train:0.067,racing:0.041,motorsport:0.021
iCuQ,skateboarding:0.462,shoe:0.186,car:0.169,sneakers:0.097,pet:0.086
WXuQ,piano:0.289,concert:0.233,dance:0.171,drum:0.166,guitar-amplifier:0.140
wBuQ,food:0.435,cooking:0.228,dish:0.196,concert:0.089,skateboarding:0.053
0euQ,motorcycle:0.386,car:0.315,motorcycling:0.191,motorsport:0.094,concert:0.015
ZyuQ,basketball:0.493,association-football:0.247,dance:0.123,car:0.079,concert:0.058
rbuQ,food:0.532,cooking:0.196,dish:0.131,dessert:0.096,car:0.045
kYuQ,sports-car:0.466,car:0.444,concert:0.044,mobile-phone:0.024,coupé:0.021
up2L,association-football:0.285,concert:0.237,pet:0.178,tractor:0.170,car:0.129
4J2L,four-wheel-drive:0.375,car:0.208,sport-utility-vehicle:0.192,jeep:0.134,motorsport:0.092
592L,car:0.376,four-wheel-drive:0.232,sport-utility-vehicle:0.203,motorsport:0.137,pickup-truck:0.053
Zg2L,skateboarding:0.392,dance:0.229,concert:0.227,pet:0.082,skatepark:0.070
WL2L,hairstyle:0.679,afro-textured-hair:0.237,concert:0.030,mobile-phone:0.027,association-football:0.026
V82L,car:0.516,motorsport:0.236,sports-car:0.109,racing:0.091,engine:0.048
M72L,car:0.422,food:0.281,truck:0.122,tractor:0.103,concert:0.071
Fu2L,dance:0.689,festival:0.144,concert:0.113,car:0.035,carnival:0.019
l62L,car:0.399,engine:0.371,motorsport:0.096,racing:0.078,motorcycle:0.056
3M2L,food:0.272,cooking:0.255,dish:0.226,:0.131,vegetable:0.116
r42L,surfing:0.376,motorsport:0.222,racing:0.200,association-football:0.108,concert:0.094
FT2L,food:0.286,dish:0.203,cooking:0.177,cycling:0.169,bicycle:0.165
VhPO,food:0.418,concert:0.206,lipstick:0.165,mascara:0.110,eye-shadow:0.101
H2PO,concert:0.416,sasuke-uchiha:0.217,dance:0.196,car:0.114,food:0.057
UVPO,car:0.339,concert:0.203,mobile-phone:0.198,smartphone:0.169,food:0.091
NDPO,car:0.488,motorsport:0.177,sports-car:0.175,truck:0.101,racing:0.058
02PO,concert:0.474,car:0.252,food:0.141,basketball:0.074,ryu:0.060
kCPO,association-football:0.282,concert:0.260,pitcher:0.227,boxing:0.134,dance:0.096
aHPO,concert:0.449,car:0.268,dance:0.147,association-football:0.085,pet:0.052
ILPO,skiing:0.426,snowboarding:0.257,ski:0.220,concert:0.050,choir:0.046
QSPO,car:0.381,driving:0.191,motorsport:0.178,sports-car:0.143,racing:0.108
4LU8,concert:0.422,dance:0.314,car:0.134,sonic-the-hedgehog:0.085,pet:0.046
gIU8,dance:0.892,food:0.045,wedding:0.032,cooking:0.018,dish:0.013
GNU8,bus:0.824,concert:0.087,car:0.040,train:0.035,railroad-car:0.015
raU8,acoustic-guitar:0.939,gardening:0.021,flamenco:0.013,association-football:0.013,basketball:0.013
DUU8,car:0.358,truck:0.255,firefighter:0.180,fire-engine:0.112,bus:0.095
qTU8,loudspeaker:0.619,disc-jockey:0.159,dance:0.095,concert:0.071,car:0.056
DeU8,concert:0.714,mascara:0.124,eye-shadow:0.063,mobile-phone:0.052,smartphone:0.048
mfU8,organ:0.357,pipe-organ:0.297,piano:0.275,concert:0.050,church:0.022
l4U8,racing:0.309,sports-car:0.265,motorsport:0.263,drifting:0.085,car:0.078
OzU8,tractor:0.570,car:0.139,plough:0.113,farm:0.103,motorsport:0.073
rJhZ,concert:0.344,car:0.244,pet:0.174,fishing:0.124,watch:0.113
qShZ,food:0.375,cooking:0.266,dish:0.169,dessert:0.154,cake:0.035
RAhZ,car:0.304,motorsport:0.253,racing:0.177,concert:0.162,motorcycle:0.104
pPhZ,car:0.727,sport-utility-vehicle:0.134,truck:0.071,food:0.043,four-wheel-drive:0.025
71hZ,skiing:0.416,snowboarding:0.300,ski:0.156,snowboard:0.065,racing:0.063
18hZ,sports-car:0.436,racing:0.316,car:0.116,motorsport:0.079,food:0.052
wOhZ,weight-training:0.694,barbell:0.143,squat:0.105,boxing:0.031,concert:0.028
kOhZ,motorsport:0.387,racing:0.223,motorcycle:0.163,motorcycling:0.160,concert:0.066
TThZ,food:0.375,concert:0.223,pet:0.203,amusement-park:0.101,parachuting:0.099
nzhZ,pet:0.478,cattle:0.250,concert:0.129,food:0.085,car:0.058
0fhZ,motorsport:0.339,racing:0.237,car:0.226,rallying:0.109,drifting:0.088
S1hZ,pet:0.266,fish:0.248,food:0.215,aquarium:0.157,concert:0.114
J7hZ,fishing:0.263,fish:0.201,recreational-fishing:0.190,boat:0.183,pet:0.162
aXhZ,dance:0.955,food:0.016,drum:0.015,motorsport:0.008,drum-kit:0.005
SzhZ,airplane:0.355,landing:0.308,airport:0.221,jet-aircraft:0.102,model-aircraft:0.014
bDhZ,beach:0.553,surfing:0.346,fishing:0.046,bodyboarding:0.028,concert:0.027
SOnj,manicure:0.454,concert:0.202,dance:0.138,pet:0.109,food:0.097
Cqnj,house:0.470,room:0.367,bedroom:0.057,food:0.054,pet:0.052
UEnj,dance:0.639,ballet:0.181,concert:0.120,pet:0.031,choir:0.028
Z6nj,car:0.612,truck:0.223,sport-utility-vehicle:0.083,four-wheel-drive:0.046,engine:0.037
CZnj,concert:0.279,airplane:0.229,car:0.168,landing:0.167,food:0.157
CQnj,concert:0.354,food:0.297,mobile-phone:0.176,smartphone:0.118,iphone:0.055
wBnj,concert:0.397,sasuke-uchiha:0.272,car:0.146,dance:0.116,association-football:0.069
Ztnj,car:0.625,food:0.200,engine:0.077,concert:0.062,motorcycle:0.036
KQnj,pet:0.472,cattle:0.184,association-football:0.152,personal-computer:0.114,concert:0.078
HLnj,drawing:0.278,dance:0.227,painting:0.212,concert:0.150,car:0.133
BUhY,association-football:0.477,concert:0.231,motorsport:0.165,car:0.066,racing:0.060
NyhY,food:0.391,cooking:0.338,dish:0.223,dessert:0.031,vegetable:0.017
F7hY,car:0.503,food:0.195,concert:0.155,engine:0.089,mobile-phone:0.058
g0hY,pet:0.360,food:0.296,fish:0.132,cooking:0.131,aquarium:0.081
pLhY,dance:0.549,disc-jockey:0.249,concert:0.165,car:0.032,mobile-phone:0.006
RUhY,airplane:0.395,association-football:0.196,concert:0.178,car:0.152,food:0.079
BdhY,food:0.440,cooking:0.304,dish:0.188,pet:0.037,:0.031
qDhY,concert:0.308,pet:0.279,association-football:0.187,food:0.165,car:0.061
R8hY,association-football:0.826,concert:0.069,cricket:0.050,car:0.033,batting:0.022
1zhY,concert:0.469,pet:0.158,fishing:0.137,car:0.126,outdoor-recreation:0.110
x9hY,dance:0.610,weight-training:0.260,food:0.056,car:0.048,concert:0.025
I6hY,racing:0.408,motorsport:0.278,sports-car:0.181,car:0.083,driving:0.049
vEni,concert:0.405,pet:0.249,car:0.143,motorsport:0.111,racing:0.093
y7ni,food:0.449,cooking:0.250,dish:0.151,dessert:0.124,concert:0.026
Guni,personal-computer:0.461,laptop:0.278,concert:0.092,mobile-phone:0.089,computer:0.081
ghni,car:0.599,concert:0.289,pet:0.046,disc-jockey:0.045,sports-car:0.021
Gpni,sewing:0.431,sewing-machine:0.326,concert:0.095,stitch:0.081,car:0.066
Wini,train:0.320,railroad-car:0.315,locomotive:0.292,cargo:0.067,train-station:0.006
MIni,boat:0.478,fishing:0.157,ship:0.156,concert:0.137,pet:0.072
MEni,food:0.396,car:0.256,concert:0.140,dish:0.120,cooking:0.088
BGni,mobile-phone:0.366,smartphone:0.247,personal-computer:0.161,concert:0.150,iphone:0.075
tAni,concert:0.279,planet:0.227,food:0.199,car:0.189,fishing:0.107
yIPP,dance:0.301,food:0.256,association-football:0.188,mobile-phone:0.156,smartphone:0.099
L6PP,dance:0.406,concert:0.197,ryu:0.147,basketball:0.133,festival:0.117
1wPP,airplane:0.463,landing:0.261,airport:0.112,racing:0.083,concert:0.082
8NPP,concert:0.322,food:0.209,waterfall:0.163,fish:0.158,surfing:0.148
lpPP,car:0.340,motorsport:0.284,four-wheel-drive:0.151,truck:0.119,pickup-truck:0.105
C2PP,food:0.573,cooking:0.268,dish:0.068,concert:0.054,dessert:0.037
REPP,car:0.395,concert:0.264,association-football:0.182,pet:0.090,goku:0.069
NaPP,car:0.697,pickup-truck:0.114,sedan:0.111,classic-car:0.039,truck:0.039
9lPP,food:0.329,house:0.237,cooking:0.210,room:0.127,dish:0.098
yePP,train:0.368,railroad-car:0.298,locomotive:0.132,car:0.103,train-station:0.099
FVPP,car:0.321,fishing:0.200,pet:0.190,concert:0.146,house:0.143
YBPP,food:0.320,concert:0.267,pet:0.166,mobile-phone:0.146,smartphone:0.102
6XPP,concert:0.361,car:0.207,food:0.178,dance:0.149,pet:0.104
8dPP,car:0.606,fishing:0.164,pet:0.108,recreational-fishing:0.061,outdoor-recreation:0.060
TCPP,personal-computer:0.439,laptop:0.251,mobile-phone:0.114,computer:0.103,smartphone:0.093
FJU9,food:0.357,cooking:0.340,dish:0.229,dessert:0.051,vegetable:0.022
J6U9,car:0.391,concert:0.280,skateboarding:0.121,four-wheel-drive:0.107,truck:0.101
VPU9,mobile-phone:0.393,smartphone:0.380,iphone:0.152,samsung-galaxy:0.058,concert:0.017
1iU9,airplane:0.598,jet-aircraft:0.163,model-aircraft:0.108,car:0.065,helicopter:0.065
2JU9,food:0.521,concert:0.172,car:0.110,cooking:0.109,dish:0.089
YFU9,association-football:0.654,concert:0.105,rugby-football:0.098,food:0.082,marching-band:0.062
DWU9,mobile-phone:0.286,smartphone:0.264,personal-computer:0.237,tablet-computer:0.168,concert:0.045
QgU9,house:0.388,room:0.359,food:0.098,car:0.080,concert:0.075
YAU9,lego:0.323,concert:0.279,dance:0.186,food:0.109,car:0.104
pDU9,underwater-diving:0.252,fish:0.237,pet:0.226,scuba-diving:0.218,aquarium:0.067
UArx,engine:0.518,car:0.363,concert:0.050,association-football:0.039,dance:0.031
zvrx,airplane:0.387,car:0.320,boat:0.114,model-aircraft:0.102,motorsport:0.078
25rx,car:0.272,sports-car:0.270,motorsport:0.221,racing:0.219,drifting:0.017
hCrx,car:0.613,concert:0.167,motorsport:0.086,train:0.077,food:0.057
jzrx,dance:0.267,concert:0.233,association-football:0.223,car:0.149,piano:0.128
vKrx,gardening:0.327,food:0.220,concert:0.203,garden:0.166,train:0.083
B5rx,car:0.299,sports-car:0.287,racing:0.198,motorsport:0.185,coupé:0.031
zqrx,dance:0.943,concert:0.028,food:0.013,pet:0.008,choir:0.008
j5rx,pitcher:0.336,association-football:0.314,concert:0.225,dance:0.093,home-run:0.032
jDrx,car:0.442,sports-car:0.339,racing:0.096,sedan:0.076,concert:0.047
Nerx,food:0.566,mobile-phone:0.184,smartphone:0.146,concert:0.061,drink:0.043
Owrx,concert:0.611,pet:0.140,dance:0.093,house:0.089,food:0.067
BA1E,concert:0.365,car:0.311,association-football:0.151,mobile-phone:0.091,drawing:0.083
zm1E,fish:0.338,pet:0.297,fishing:0.212,outdoor-recreation:0.100,recreational-fishing:0.054
m71E,cycling:0.320,bicycle:0.312,motorsport:0.143,motorcycle:0.138,mountain-bike:0.087
bh1E,pet:0.564,concert:0.217,boxing:0.089,racing:0.071,dressage:0.059
j31E,model-aircraft:0.340,airplane:0.339,pet:0.161,concert:0.109,fishing:0.051
kx1E,acoustic-guitar:0.919,association-football:0.038,car:0.023,basketball:0.011,concert:0.010
FXZi,concert:0.272,car:0.261,dance:0.248,food:0.142,motorsport:0.077
VCZi,mobile-phone:0.493,smartphone:0.388,concert:0.064,iphone:0.033,computer-keyboard:0.022
ZGZi,car:0.709,dance:0.111,concert:0.076,motorsport:0.057,fishing:0.048
QvZi,boat:0.474,fishing:0.187,sailboat:0.127,house:0.122,sail:0.091
yxZi,concert:0.304,swimming-pool:0.221,human-swimming:0.161,surfing:0.160,food:0.154
JtZi,pet:0.606,dressage:0.227,jumping:0.079,concert:0.053,pony:0.035
GEZi,tractor:0.479,car:0.280,motorsport:0.133,plough:0.062,concert:0.047
TmZi,food:0.318,cooking:0.243,dish:0.228,concert:0.162,dessert:0.049
PgZi,concert:0.367,car:0.287,dance:0.141,association-football:0.115,pet:0.090
YXZi,pet:0.401,concert:0.171,food:0.165,fish:0.151,aquarium:0.113
KuZi,cycling:0.305,bicycle:0.303,motorcycle:0.170,road-bicycle:0.141,mountain-bike:0.080
MNZi,hairstyle:0.703,afro-textured-hair:0.170,concert:0.052,lipstick:0.049,eye-shadow:0.026
D4Zi,pet:0.461,concert:0.235,car:0.127,food:0.124,fishing:0.053
tKZi,motorsport:0.276,racing:0.249,car:0.239,sports-car:0.212,drifting:0.023
NMtH,eye-shadow:0.277,mascara:0.255,lipstick:0.214,concert:0.139,eye-liner:0.114
1ktH,mobile-phone:0.470,smartphone:0.399,personal-computer:0.069,food:0.042,disc-jockey:0.020
v3tH,pet:0.490,dressage:0.287,jumping:0.102,outdoor-recreation:0.086,pony:0.036
eQtH,association-football:0.352,concert:0.243,pet:0.188,food:0.157,disc-jockey:0.060
TWtH,food:0.381,cooking:0.289,dish:0.256,vegetable:0.042,:0.033
61tH,concert:0.557,association-football:0.132,motorsport:0.115,racing:0.100,car:0.096
mxtH,fishing:0.322,pet:0.194,recreational-fishing:0.178,outdoor-recreation:0.171,fish:0.134
EltH,concert:0.497,car:0.204,food:0.141,bell:0.089,racing:0.069
ZBtH,food:0.467,pet:0.191,concert:0.145,fish:0.099,dance:0.098
caZj,goku:0.385,concert:0.340,car:0.159,dance:0.066,sasuke-uchiha:0.049
hdZj,dance:0.299,parade:0.244,festival:0.234,marching-band:0.188,drum:0.035
4RZj,car:0.695,engine:0.094,sports-car:0.078,hatchback:0.067,concert:0.066
hjZj,food:0.231,cooking:0.227,dish:0.223,:0.162,vegetable:0.157
3KZj,trumpet:0.369,trombone:0.298,concert:0.173,orchestra:0.143,saxophone:0.017
LdZj,knitting:0.487,drawing:0.260,hairstyle:0.094,stitch:0.090,dance:0.069
qMZj,concert:0.513,waterfall:0.245,pet:0.130,fish:0.079,dance:0.033
D6Zj,food:0.295,concert:0.271,association-football:0.196,car:0.182,dish:0.055
nVZj,concert:0.308,skateboarding:0.287,motorsport:0.183,racing:0.149,motorcycle:0.074
VVZj,food:0.297,car:0.273,pet:0.200,cooking:0.147,fish:0.083
xTZj,airplane:0.355,model-aircraft:0.243,ship:0.168,association-football:0.117,skiing:0.117
VjZj,organ:0.416,pipe-organ:0.265,piano:0.239,concert:0.060,church:0.020
jwZj,food:0.515,cooking:0.183,dish:0.113,concert:0.100,wedding:0.088
W6tG,concert:0.392,orchestra:0.201,dance:0.189,saxophone:0.147,flute:0.071
bGtG,concert:0.551,video-game-console:0.203,association-football:0.102,mobile-phone:0.087,nintendo-3ds:0.057
lPtG,car:0.549,sports-car:0.253,sedan:0.106,engine:0.049,coupé:0.044
zctG,food:0.524,cooking:0.234,dish:0.138,concert:0.079,dance:0.026
ENtG,concert:0.626,dance:0.288,choir:0.044,orchestra:0.026,festival:0.015
4ktG,pet:0.336,concert:0.217,underwater-diving:0.159,dance:0.147,fish:0.141
KptG,dance:0.888,concert:0.050,food:0.040,cooking:0.018,ballet:0.005
82tG,racing:0.657,motorsport:0.231,car:0.046,sports-car:0.043,motorcycling:0.022
QktG,concert:0.397,pet:0.307,food:0.144,fish:0.109,car:0.042
FitG,mobile-phone:0.356,smartphone:0.352,iphone:0.174,samsung-galaxy:0.107,concert:0.012
BytG,orchestra:0.439,concert:0.404,cello:0.073,trumpet:0.044,choir:0.040
eAtG,mobile-phone:0.302,smartphone:0.256,lego:0.206,concert:0.159,food:0.077
hftG,concert:0.851,food:0.053,car:0.043,association-football:0.029,harmonica:0.023
KztG,pet:0.589,parrot:0.319,concert:0.072,food:0.016,racing:0.004
SGrw,motorcycle:0.345,motorsport:0.215,motorcycling:0.197,racing:0.139,car:0.103
sGrw,hairstyle:0.395,concert:0.257,food:0.238,racing:0.058,dance:0.052
CWrw,food:0.506,dish:0.190,cooking:0.182,concert:0.082,pet:0.040
cDrw,car:0.582,sedan:0.147,sports-car:0.125,sport-utility-vehicle:0.085,hatchback:0.061
9Arw,concert:0.299,airplane:0.259,dance:0.170,association-football:0.159,car:0.113
sfrw,car:0.684,mobile-phone:0.119,concert:0.084,video-game-console:0.057,smartphone:0.056
zOrw,pet:0.437,car:0.168,concert:0.154,fishing:0.126,outdoor-recreation:0.115
zurw,house:0.545,room:0.281,concert:0.077,living-room:0.049,bedroom:0.049
rX1F,car:0.567,skiing:0.194,snowboarding:0.155,ski:0.047,snowmobile:0.036
VG1F,car:0.386,concert:0.306,mobile-phone:0.120,bag:0.102,dance:0.087
tI1F,pet:0.269,fish:0.260,underwater-diving:0.211,scuba-diving:0.181,aquarium:0.080
Or1F,food:0.566,cooking:0.177,dessert:0.148,cake:0.055,dish:0.054
QC1F,mobile-phone:0.440,smartphone:0.301,camera:0.129,concert:0.085,car:0.044
jo1F,choir:0.543,concert:0.174,organ:0.172,pipe-organ:0.087,orchestra:0.024
ze1F,concert:0.444,association-football:0.188,skiing:0.138,pet:0.115,outdoor-recreation:0.115
a61F,four-wheel-drive:0.459,car:0.217,jeep:0.131,sport-utility-vehicle:0.129,motorsport:0.064
O01F,food:0.419,cooking:0.398,dish:0.132,concert:0.025,sewing:0.025
XL1F,hairstyle:0.529,pet:0.186,afro-textured-hair:0.144,wedding:0.083,car:0.058
KG1F,pet:0.677,dressage:0.121,outdoor-recreation:0.093,concert:0.078,jumping:0.031
nu1F,car:0.412,four-wheel-drive:0.236,sport-utility-vehicle:0.179,motorsport:0.134,driving:0.039
pW1F,boat:0.558,kayak:0.223,outdoor-recreation:0.138,dance:0.060,fishing:0.021
V41F,food:0.234,cooking:0.233,dish:0.232,:0.171,vegetable:0.131
SC1F,food:0.343,cooking:0.275,dish:0.244,meat:0.096,vegetable:0.042
id1F,food:0.291,mobile-phone:0.265,smartphone:0.191,concert:0.134,car:0.119
L5DF,car:0.509,sports-car:0.220,motorsport:0.174,racing:0.056,sedan:0.041
8xDF,association-football:0.619,basketball:0.224,car:0.070,slam-dunk:0.063,concert:0.023
77DF,concert:0.733,dance:0.115,goku:0.075,food:0.040,car:0.036
JCDF,concert:0.265,piano:0.252,car:0.180,composer:0.179,dance:0.124
9WDF,food:0.390,cooking:0.326,dish:0.228,:0.033,vegetable:0.023
4bDF,motorcycle:0.357,car:0.313,motorcycling:0.129,motorsport:0.105,racing:0.096
dlDF,tractor:0.388,motorsport:0.225,truck:0.141,car:0.136,racing:0.109
JvDF,food:0.320,concert:0.253,pet:0.203,car:0.142,shoe:0.082
aHDF,food:0.506,cooking:0.236,dance:0.135,washing-machine:0.063,dish:0.061
xDDF,mobile-phone:0.359,smartphone:0.348,tablet-computer:0.115,iphone:0.089,personal-computer:0.088
wXDF,motorcycling:0.257,motorcycle:0.252,racing:0.229,motorsport:0.211,association-football:0.052
ixDF,festival:0.415,dance:0.283,parade:0.132,marching-band:0.091,carnival:0.080
WvDF,concert:0.470,dance:0.192,sonic-the-hedgehog:0.145,marching-band:0.114,car:0.078
oEDF,car:0.692,sport-utility-vehicle:0.152,driving:0.057,truck:0.051,four-wheel-drive:0.048
CYDF,basketball:0.462,slam-dunk:0.210,association-football:0.131,car:0.130,racing:0.067
6aDF,car:0.847,driving:0.051,pickup-truck:0.036,truck:0.034,mobile-phone:0.032
rCDF,cello:0.446,orchestra:0.303,concert:0.124,quartet:0.065,string-quartet:0.062
MMWe,racing:0.331,sports-car:0.312,car:0.238,motorsport:0.066,driving:0.053
XrWe,food:0.496,cooking:0.205,dish:0.147,concert:0.115,dessert:0.036
1UWe,manicure:0.729,concert:0.128,drawing:0.066,food:0.054,car:0.023
JsWe,hockey:0.583,hockey-puck:0.362,racing:0.021,association-football:0.019,basketball:0.014
5sWe,camera:0.484,digital-camera:0.334,personal-computer:0.069,digital-single-lens-reflex-camera:0.058,video-game-console:0.056
TMWe,car:0.318,four-wheel-drive:0.317,sport-utility-vehicle:0.214,motorsport:0.082,truck:0.069
bKWe,car:0.484,dance:0.202,goku:0.133,sasuke-uchiha:0.129,association-football:0.052
QeWe,personal-computer:0.380,laptop:0.263,computer-keyboard:0.179,computer:0.090,mobile-phone:0.088
7UWe,house:0.398,room:0.299,food:0.150,tractor:0.098,living-room:0.055
GcWe,car:0.483,concert:0.293,fireworks:0.090,christmas:0.068,amusement-park:0.065
T4We,pet:0.408,food:0.358,concert:0.109,cooking:0.077,vegetable:0.047
EakZ,dance:0.356,concert:0.344,association-football:0.141,car:0.119,pet:0.040
W6kZ,car:0.505,truck:0.225,pickup-truck:0.165,sports-car:0.056,motorsport:0.049
aLkZ,concert:0.598,car:0.176,dance:0.117,mobile-phone:0.065,food:0.044
LpkZ,concert:0.376,car:0.212,mobile-phone:0.185,smartphone:0.120,engine:0.107
mVkZ,car:0.465,sports-car:0.213,sedan:0.159,hatchback:0.115,sport-utility-vehicle:0.047
16kZ,skiing:0.396,snowboarding:0.245,train:0.154,car:0.116,railroad-car:0.090
o7kZ,pet:0.281,concert:0.244,swimming-pool:0.172,fishing:0.153,dance:0.150
fHkZ,dance:0.362,parade:0.239,car:0.155,association-football:0.134,festival:0.110
thkZ,ship:0.513,boat:0.339,car:0.060,concert:0.054,surfing:0.033
HHkZ,fishing:0.238,pet:0.210,recreational-fishing:0.201,fish:0.199,outdoor-recreation:0.153
jlOE,mobile-phone:0.336,smartphone:0.331,iphone:0.142,samsung-galaxy:0.109,personal-computer:0.081
LyOE,car:0.264,skateboarding:0.227,concert:0.221,food:0.187,airplane:0.102
QcOE,skiing:0.497,ski:0.229,snowboarding:0.213,snowboard:0.034,concert:0.027
GwOE,car:0.307,concert:0.268,dance:0.236,association-football:0.109,mobile-phone:0.079
jDOE,goku:0.565,concert:0.186,sasuke-uchiha:0.122,gohan:0.075,car:0.053
z9OE,lego:0.462,action-figure:0.169,mobile-phone:0.161,smartphone:0.148,manicure:0.060
g8OE,pet:0.375,car:0.276,fish:0.188,aquarium:0.126,cooking:0.035
OEot,food:0.337,mobile-phone:0.223,car:0.157,concert:0.155,smartphone:0.129
clot,dish:0.278,cooking:0.245,food:0.245,:0.145,vegetable:0.087
tdot,pet:0.644,christmas:0.138,concert:0.116,dance:0.067,association-football:0.035
2xot,car:0.535,sports-car:0.332,dance:0.052,sedan:0.050,coupé:0.031
dMot,car:0.531,sports-car:0.302,coupé:0.078,sedan:0.048,motorsport:0.040
lNot,personal-computer:0.341,association-football:0.202,mobile-phone:0.201,smartphone:0.154,tablet-computer:0.101
Cvot,hairstyle:0.332,concert:0.276,dance:0.173,afro-textured-hair:0.149,eye-shadow:0.069
R3ot,car:0.629,sports-car:0.166,engine:0.131,sedan:0.039,coupé:0.035
jeot,concert:0.823,disc-jockey:0.069,association-football:0.050,dance:0.030,car:0.028
t3ot,food:0.303,concert:0.302,association-football:0.158,cooking:0.145,pet:0.092
okot,dance:0.366,festival:0.233,parade:0.192,marching-band:0.165,carnival:0.043
Joot,pet:0.264,food:0.223,racing:0.213,concert:0.180,association-football:0.120
2got,mobile-phone:0.361,smartphone:0.349,samsung-galaxy:0.179,iphone:0.101,food:0.009
W8ot,concert:0.631,hairstyle:0.154,food:0.123,car:0.050,association-football:0.043
SHot,racing:0.225,outdoor-recreation:0.213,motorsport:0.201,car:0.196,dance:0.164
2Not,dance:0.612,association-football:0.170,festival:0.141,concert:0.039,car:0.038
EYot,boat:0.318,car:0.243,concert:0.187,pet:0.141,fish:0.110
Zbot,dance:0.539,food:0.131,wrestling:0.115,basketball:0.110,tennis:0.105
yTSW,car:0.659,food:0.152,racing:0.066,association-football:0.065,roller-coaster:0.059
YKSW,car:0.415,motorsport:0.234,sports-car:0.136,concert:0.120,racing:0.096
1MSW,dance:0.563,drum:0.158,marching-band:0.100,festival:0.096,parade:0.083
7DSW,concert:0.595,car:0.129,food:0.095,racing:0.091,association-football:0.089
NgSW,food:0.410,concert:0.237,cooking:0.123,mobile-phone:0.123,smartphone:0.106
8FSW,food:0.286,dish:0.240,cooking:0.239,:0.163,vegetable:0.072
P8SW,concert:0.330,personal-computer:0.298,tablet-computer:0.153,dance:0.122,television:0.097
2RSW,food:0.636,drink:0.133,association-football:0.092,concert:0.084,dish:0.055
XrSW,food:0.386,cooking:0.302,dish:0.242,dessert:0.039,concert:0.031
2BSW,boxing:0.700,kickboxing:0.248,wrestling:0.024,weight-training:0.016,food:0.012
7xSW,concert:0.353,food:0.261,pet:0.171,car:0.123,dance:0.092
zzSW,bus:0.460,car:0.238,concert:0.165,truck:0.108,sport-utility-vehicle:0.029
3FSW,concert:0.343,airplane:0.188,dance:0.185,car:0.179,boat:0.106
GaSW,concert:0.633,car:0.147,association-football:0.124,dance:0.060,motorsport:0.036
PcgT,shoe:0.403,sneakers:0.283,nike-inc:0.226,car:0.047,dance:0.040
WFgT,car:0.515,pet:0.148,sedan:0.140,food:0.128,hatchback:0.069
jcgT,drawing:0.539,concert:0.319,dance:0.071,car:0.045,association-football:0.025
e2gT,pet:0.587,dance:0.154,cattle:0.114,bull:0.088,concert:0.057
zDgT,concert:0.243,car:0.224,skateboarding:0.197,motorsport:0.197,dance:0.138
T7gT,weight-training:0.606,barbell:0.209,squat:0.151,food:0.018,boxing:0.016
eygT,concert:0.470,hairstyle:0.278,food:0.114,afro-textured-hair:0.072,dance:0.066
TqgT,hairstyle:0.649,concert:0.199,food:0.080,afro-textured-hair:0.056,racing:0.017
UIgT,mobile-phone:0.379,smartphone:0.318,personal-computer:0.115,disc-jockey:0.101,food:0.088
e9gT,car:0.490,concert:0.205,weight-training:0.195,food:0.056,engine:0.054
LQgT,food:0.249,elephant:0.223,concert:0.207,pet:0.180,car:0.142
